task_id,entered_at,has_outline,input_tokens,output_tokens,empty_context,input_file_id,input_bytes,input_blob_path,output_file_id,output_bytes,output_blob_path,agent_output_blob_path
c6111146-2761-415b-9107-ba8a2ef32a32,2026-08-31T08:52:17.713,false,5388,7,true,829a66d9-e968-46f6-ad1c-0f52ba23b3e8,1167169,5be4adcc-7d49-40ab-b5e7-35669acd65fb/c6111146-2761-415b-9107-ba8a2ef32a32/1788166041722_08.27_123_N-7.xlsx,8d8a1c65-cc2e-4f81-a4f7-362123cde8c0,1575977,5be4adcc-7d49-40ab-b5e7-35669acd65fb/c6111146-2761-415b-9107-ba8a2ef32a32/1788166045533_08.27_123_N-6.xlsx,data-compass/compass-c6111146-2761-415b-9107-ba8a2ef32a32-01034119-4dfa-41b1-abc5-d4c78a66eb49-child/a4821978-3c8c-4f3c-8713-0c797968bc7a/action-modal-claude-agent-a4821978-3c8c-4f3c-8713-0c797968bc7a-1788166078093/output.json
f144e632-d5ca-4e84-a345-29c7b5fc19b5,2026-08-31T08:51:57.841,false,5385,4,true,0ae7e002-723d-4dd2-857c-55169b6536c5,2068132,5be4adcc-7d49-40ab-b5e7-35669acd65fb/f144e632-d5ca-4e84-a345-29c7b5fc19b5/1788166157361_08.27_124_N-2.xlsx,4d4423ae-e264-46f1-8b28-cf85991f4413,2174288,5be4adcc-7d49-40ab-b5e7-35669acd65fb/f144e632-d5ca-4e84-a345-29c7b5fc19b5/1788166159149_08.27_124_N-1.xlsx,data-compass/compass-f144e632-d5ca-4e84-a345-29c7b5fc19b5-7be7706e-9eb8-4513-86f1-c27d0b57ee6c-child/cc0468f3-4660-4a34-8711-98bd936ec1c1/action-modal-claude-agent-cc0468f3-4660-4a34-8711-98bd936ec1c1-1788166218265/output.json
a523e1af-515c-479f-9a06-ed70d0f93830,2026-08-31T08:44:36.575,false,5387,1,true,0e19b239-b862-4868-b7d1-4edfe44ead06,2758064,5be4adcc-7d49-40ab-b5e7-35669acd65fb/a523e1af-515c-479f-9a06-ed70d0f93830/1788165708968_08.27_123_N-2.xlsx,fbbf6d5f-f245-488f-a268-045133f3067d,2869672,5be4adcc-7d49-40ab-b5e7-35669acd65fb/a523e1af-515c-479f-9a06-ed70d0f93830/1788165715460_08.27_123_N-1.xlsx,data-compass/compass-a523e1af-515c-479f-9a06-ed70d0f93830-b4ad23cf-16a6-488b-9cf7-eab539639d9f-child/7c45687e-2274-4708-8c28-c8a3dd229577/action-modal-claude-agent-7c45687e-2274-4708-8c28-c8a3dd229577-1788165772053/output.json
cbbde44e-04f3-48f7-bb2e-17928692486c,2026-08-31T07:44:21.964,false,5390,4,true,da175a8f-4524-4435-b781-3c497a8c62b3,762203,5be4adcc-7d49-40ab-b5e7-35669acd65fb/cbbde44e-04f3-48f7-bb2e-17928692486c/1788162149443_08.26_169_N-2.xlsx,3b44de41-b191-4c6e-a59d-4edf5c8ff67b,799428,5be4adcc-7d49-40ab-b5e7-35669acd65fb/cbbde44e-04f3-48f7-bb2e-17928692486c/1788162151310_08.26_169_N-1.xlsx,data-compass/compass-cbbde44e-04f3-48f7-bb2e-17928692486c-943cd735-d39c-47ef-85cb-d4cc36ced030-child/4e93df42-06c0-4270-b48f-8053b9cfe94b/action-modal-claude-agent-4e93df42-06c0-4270-b48f-8053b9cfe94b-1788162182232/output.json
2602b085-68db-469e-ad46-d042733a0bd0,2026-08-30T21:06:39.323,false,5387,7,true,bf037f52-607a-4be7-b990-afcaba813304,1051955,2db5ebc3-d01b-459e-83ef-2a5edbf0728f/2602b085-68db-469e-ad46-d042733a0bd0/1788123475501_536-N-4.xlsx,a866c29e-cf02-4717-ab3c-ab619d097e8c,1079534,2db5ebc3-d01b-459e-83ef-2a5edbf0728f/2602b085-68db-469e-ad46-d042733a0bd0/1788123461732_536-N-3.xlsx,data-compass/compass-2602b085-68db-469e-ad46-d042733a0bd0-b65d8a81-c390-46c4-a6b3-3b293b5fe263-child/9c7c6548-08e5-4890-8dff-5919b62e68e1/action-modal-claude-agent-9c7c6548-08e5-4890-8dff-5919b62e68e1-1788145453718/output.json
2d4e68b1-97ad-4ede-b65c-5a84cc51b3ed,2026-08-30T20:54:14.199,false,5375,4,true,29445206-0e46-4029-963a-08aaf8299775,1374055,2db5ebc3-d01b-459e-83ef-2a5edbf0728f/2d4e68b1-97ad-4ede-b65c-5a84cc51b3ed/1788122706502_536-N-2.xlsx,7a2b4a6b-e9ba-4811-a61e-3bf5cd7eded4,1499866,2db5ebc3-d01b-459e-83ef-2a5edbf0728f/2d4e68b1-97ad-4ede-b65c-5a84cc51b3ed/1788122701723_536-N-1.xlsx,data-compass/compass-2d4e68b1-97ad-4ede-b65c-5a84cc51b3ed-b1d612e7-5b2f-4262-ab1b-edb21f88d87e-child/ccd3cfc0-c9b7-46d6-809b-45adfaa15d02/action-modal-claude-agent-ccd3cfc0-c9b7-46d6-809b-45adfaa15d02-1788145453099/output.json
98200ff0-ab78-449f-bd1a-ee01d0d5da83,2026-08-30T20:45:47.43,false,5386,1,true,9e56db0a-2882-4460-9e8d-6eecbfde5d8b,1499866,2db5ebc3-d01b-459e-83ef-2a5edbf0728f/98200ff0-ab78-449f-bd1a-ee01d0d5da83/1788122404062_536-N-1.xlsx,89c295da-a5ba-4606-ae0e-1919231b3144,1562206,2db5ebc3-d01b-459e-83ef-2a5edbf0728f/98200ff0-ab78-449f-bd1a-ee01d0d5da83/1788121561023_536-N-0.xlsx,data-compass/compass-98200ff0-ab78-449f-bd1a-ee01d0d5da83-942b17dd-c3d0-4de7-addf-043cb6e2965e-child/1741b366-4801-4177-85b6-a8c096fc0d7e/action-modal-claude-agent-1741b366-4801-4177-85b6-a8c096fc0d7e-1788145459224/output.json
2c18cafa-94eb-4a09-849c-0332c552c902,2026-08-30T19:30:18.392,false,5395,7,true,54ed9bd7-c206-4eeb-abe4-8db03368c614,740572,f90ee89c-607d-43e9-80fb-9123757610a8/2c18cafa-94eb-4a09-849c-0332c552c902/1788117684720_2a9ccb0d79_N-2.xlsx,ba7b86d7-587e-4262-a180-369da3359cfa,757482,f90ee89c-607d-43e9-80fb-9123757610a8/2c18cafa-94eb-4a09-849c-0332c552c902/1788117688231_2a9ccb0d79_N-1.xlsx,data-compass/compass-2c18cafa-94eb-4a09-849c-0332c552c902-8999416b-ecca-4140-86a8-ac79c3420f2b-child/06b6df6b-688f-425c-9f44-3427553867bb/action-modal-claude-agent-06b6df6b-688f-425c-9f44-3427553867bb-1788145459674/output.json
558adeed-1866-434e-be88-c871da358821,2026-08-30T15:42:55.377,false,5386,1,true,27b3af57-35b9-42a2-bf23-ec73c63ecd22,1000937,d2572d0a-483c-46e8-9b7d-af353417aa37/558adeed-1866-434e-be88-c871da358821/1788104412072_08.27_133_N-2.xlsx,6fb1efa5-c080-4a3d-9f21-2c42ba98f77a,1192943,d2572d0a-483c-46e8-9b7d-af353417aa37/558adeed-1866-434e-be88-c871da358821/1788104416020_08.27_133_N-1.xlsx,data-compass/compass-558adeed-1866-434e-be88-c871da358821-f9f4b1f8-d06e-4182-9a1f-91e6df72bbd6-child/eabe5b67-52cf-4db7-a8a0-e8972f8beff6/action-modal-claude-agent-eabe5b67-52cf-4db7-a8a0-e8972f8beff6-1788145458370/output.json
4f4686da-b559-49a1-b707-c775fa359902,2026-08-30T15:19:52.503,false,5379,7,true,59177549-76e6-42b6-bc1d-0a77c970f011,2875458,d2572d0a-483c-46e8-9b7d-af353417aa37/4f4686da-b559-49a1-b707-c775fa359902/1788102949526_08.27_132_N-1.xlsx,5954f814-ce33-479b-b83d-ead966c2f36d,2914190,d2572d0a-483c-46e8-9b7d-af353417aa37/4f4686da-b559-49a1-b707-c775fa359902/1788102953595_08.27_132.xlsx,data-compass/compass-4f4686da-b559-49a1-b707-c775fa359902-5c5e78ab-87ce-44d2-8654-a327e0c41df1-child/8cbee61c-5012-456b-a433-5a83c8835921/action-modal-claude-agent-8cbee61c-5012-456b-a433-5a83c8835921-1788145453859/output.json
56a73119-a89c-4f8f-b07c-9a7af4f5340c,2026-08-30T13:38:44.438,false,5389,4,true,f6e3d966-ab90-4690-b5e3-c2271aed45ca,1015633,e0e16390-8999-4522-9661-e4cdde3efa6e/56a73119-a89c-4f8f-b07c-9a7af4f5340c/1788096984242_08.29_195_N-3.xlsx,b47b7b84-d55c-4401-9eeb-59bea3e993b0,1085936,e0e16390-8999-4522-9661-e4cdde3efa6e/56a73119-a89c-4f8f-b07c-9a7af4f5340c/1788096758395_08.29_195_N-2.xlsx,data-compass/compass-56a73119-a89c-4f8f-b07c-9a7af4f5340c-e145f28e-c630-4f15-8094-fec382d7bbad-child/da4dbec9-ea4f-4a3e-b23b-0122a4dedff1/action-modal-claude-agent-da4dbec9-ea4f-4a3e-b23b-0122a4dedff1-1788145457901/output.json
80ff3c89-e387-46fd-8255-009bcea45e08,2026-08-30T13:31:52.734,false,5394,7,true,86862fe8-b465-4b84-ad12-1c49a8b4b857,8271872,9a8220b5-92f5-4144-b752-aabde461d7bb/80ff3c89-e387-46fd-8255-009bcea45e08/1788096168457_08.29_150__1__N-1.xlsx,e31c9960-aa97-441a-b8d2-872c1a48856b,8216130,9a8220b5-92f5-4144-b752-aabde461d7bb/80ff3c89-e387-46fd-8255-009bcea45e08/1788096172787_08.29_150__2_.xlsx,data-compass/compass-80ff3c89-e387-46fd-8255-009bcea45e08-8d158764-eb0d-4ec3-820d-06966c773f3e-child/c56d0e88-e48b-42e4-83c8-32e13786a448/action-modal-claude-agent-c56d0e88-e48b-42e4-83c8-32e13786a448-1788145458466/output.json
545ac98b-a442-47fe-b907-75d0ab68e21a,2026-08-30T12:44:40.747,false,5410,1,true,28a6eea5-fecc-4d78-9b96-4829c1ce006f,2850456,2a76641b-0722-4180-bbb8-69fce424cba9/545ac98b-a442-47fe-b907-75d0ab68e21a/1788090713523_Marlow_Historical_FCF_Walk_N-5.xlsx,4ecc1aa9-f07b-4f70-be26-73bb0c9af692,2954238,2a76641b-0722-4180-bbb8-69fce424cba9/545ac98b-a442-47fe-b907-75d0ab68e21a/1788090727744_Marlow_Historical_FCF_Walk_N-4.xlsx,data-compass/compass-545ac98b-a442-47fe-b907-75d0ab68e21a-4aa946c8-c1e0-42b1-bf4e-0a6417f48957-child/8adde4fe-6a27-44ec-8c78-8d931b4f8595/action-modal-claude-agent-8adde4fe-6a27-44ec-8c78-8d931b4f8595-1788145453231/output.json
e22814c9-4d6c-4752-b9df-2726c67fe3da,2026-08-30T00:36:10.422,false,421141,12762,false,cc8ac8ff-a695-4688-bf07-8c6d4ed375cd,52717,f90ee89c-607d-43e9-80fb-9123757610a8/e22814c9-4d6c-4752-b9df-2726c67fe3da/1788049916998_08.28_116_N-1.xlsx,2595fb68-f9e8-4eb7-b49f-79eeac06bf1e,57711,f90ee89c-607d-43e9-80fb-9123757610a8/e22814c9-4d6c-4752-b9df-2726c67fe3da/1788049919450_08.28_116.xlsx,data-compass/compass-e22814c9-4d6c-4752-b9df-2726c67fe3da-bfeaa3ee-c26f-486e-a4c6-aa0d85005af1-child/83fbbdbd-3512-4d75-a6a4-e9ad6f6a7084/action-modal-claude-agent-83fbbdbd-3512-4d75-a6a4-e9ad6f6a7084-1788145455690/output.json
ca8c8b35-d97f-482d-b17e-cc7e10bcca72,2026-08-29T23:03:22.636,false,5387,4,true,6f612637-4016-4122-bd5f-4d20f060d6c7,1059936,7c10ce6d-cfb7-46b2-bdae-6f71a76dfd2d/ca8c8b35-d97f-482d-b17e-cc7e10bcca72/1788044492288_08.29_140_N-4.xlsx,17a5ad35-0f25-4b47-8525-9e7eb7544738,1082459,7c10ce6d-cfb7-46b2-bdae-6f71a76dfd2d/ca8c8b35-d97f-482d-b17e-cc7e10bcca72/1788044495469_08.29_140_N-3.xlsx,data-compass/compass-ca8c8b35-d97f-482d-b17e-cc7e10bcca72-d79e0091-19d9-4215-8d65-0322f96420d6-child/e385bd68-0c9a-4e60-82f5-c9c6f1fd26bd/action-modal-claude-agent-e385bd68-0c9a-4e60-82f5-c9c6f1fd26bd-1788145456524/output.json
013a37f2-8f87-4ea9-8265-44e8b71bd5d8,2026-08-29T16:06:06.29,false,1818755,19689,false,02f97de9-178b-4531-8151-658ece0371c7,1982613,2db5ebc3-d01b-459e-83ef-2a5edbf0728f/013a37f2-8f87-4ea9-8265-44e8b71bd5d8/1788019158000_08.28_15-N-4.xlsx,369164c5-3b01-4182-88c2-c963160ff5b2,3117919,2db5ebc3-d01b-459e-83ef-2a5edbf0728f/013a37f2-8f87-4ea9-8265-44e8b71bd5d8/1788018937517_08.28_15-N-3.xlsx,data-compass/compass-013a37f2-8f87-4ea9-8265-44e8b71bd5d8-7adce058-47a1-4b94-8a15-32688fda19aa-child/87be313b-3eca-4cf9-9ffd-8250e8a98332/action-modal-claude-agent-87be313b-3eca-4cf9-9ffd-8250e8a98332-1788145454595/output.json
0deb6a8c-2e5a-4461-a6ed-3d403711ec2b,2026-08-29T15:54:20.384,false,5389,1,true,f115a359-c226-466b-81cc-e7b982258542,3632419,2db5ebc3-d01b-459e-83ef-2a5edbf0728f/0deb6a8c-2e5a-4461-a6ed-3d403711ec2b/1788018329664_08.28_15-N-2.xlsx,3858318d-01f1-469b-aa4c-20643108a14d,4287999,2db5ebc3-d01b-459e-83ef-2a5edbf0728f/0deb6a8c-2e5a-4461-a6ed-3d403711ec2b/1788018327400_08.28_15-N-1.xlsx,data-compass/compass-0deb6a8c-2e5a-4461-a6ed-3d403711ec2b-9c4f13a2-b887-4304-a2f4-8acbf6a427e7-child/311d0d08-2fd0-49be-93d6-c925f6812fd8/action-modal-claude-agent-311d0d08-2fd0-49be-93d6-c925f6812fd8-1788145454076/output.json
80165f10-fe3e-43c5-a661-f71fade04170,2026-08-29T15:46:01.566,false,693435,16628,false,d94b5d3d-6a7a-4969-a535-bddde65039f6,4287999,2db5ebc3-d01b-459e-83ef-2a5edbf0728f/80165f10-fe3e-43c5-a661-f71fade04170/1788018048284_08.28_15-N-1.xlsx,fd491e48-fd5d-4989-8aa6-09881bb3850b,4369428,2db5ebc3-d01b-459e-83ef-2a5edbf0728f/80165f10-fe3e-43c5-a661-f71fade04170/1788017635616_08.28_15-N-0.xlsx,data-compass/compass-80165f10-fe3e-43c5-a661-f71fade04170-d1356a6f-cbc2-4a1d-8537-7b18760d6bd3-child/667cde75-5f86-491f-995e-3db8b7abb585/action-modal-claude-agent-667cde75-5f86-491f-995e-3db8b7abb585-1788145456587/output.json
77ccdc8f-b901-4a1c-a99c-6f9ba88733a4,2026-08-29T15:38:49.37,false,604648,10051,false,aa094e25-c77d-43a3-abb7-e56b368d0794,529221,7c10ce6d-cfb7-46b2-bdae-6f71a76dfd2d/77ccdc8f-b901-4a1c-a99c-6f9ba88733a4/1788017698446_08.29_19_N-1.xlsx,ac92866b-8ebe-4217-bc6b-2ec00473e486,584547,7c10ce6d-cfb7-46b2-bdae-6f71a76dfd2d/77ccdc8f-b901-4a1c-a99c-6f9ba88733a4/1788017566414_08.29_19.xlsx,data-compass/compass-77ccdc8f-b901-4a1c-a99c-6f9ba88733a4-7f7fbc3c-572d-474e-a456-9f4230df5c95-child/034cb4f3-cf16-45f8-943c-d5bb8f8d97f2/action-modal-claude-agent-034cb4f3-cf16-45f8-943c-d5bb8f8d97f2-1788145453788/output.json
2caa9b84-5915-409f-ba21-4de624ed0a0d,2026-08-29T14:46:06.619,false,1363335,21023,false,21ab1b8c-f8c4-4588-a3f2-8f93166136e9,356409,7c10ce6d-cfb7-46b2-bdae-6f71a76dfd2d/2caa9b84-5915-409f-ba21-4de624ed0a0d/1788014495417_08.29_01_N-4.xlsx,7d95698e-ca6d-4d8e-9901-1c50a4e9a60d,432115,7c10ce6d-cfb7-46b2-bdae-6f71a76dfd2d/2caa9b84-5915-409f-ba21-4de624ed0a0d/1788013979578_08.29_01_N-3.xlsx,data-compass/compass-2caa9b84-5915-409f-ba21-4de624ed0a0d-47428f45-0ac8-40d7-a905-e7ee9c279fd8-child/dc34ff14-6d7a-4c1b-837e-3079b13a2b77/action-modal-claude-agent-dc34ff14-6d7a-4c1b-837e-3079b13a2b77-1788145452643/output.json
7e5c8a8b-29e9-4918-9dba-8907cbbf20cc,2026-08-28T23:32:46.121,false,374670,9764,false,b1784df4-38b4-493f-84a7-bac00dde1c6d,1789969,f90ee89c-607d-43e9-80fb-9123757610a8/7e5c8a8b-29e9-4918-9dba-8907cbbf20cc/1787959175137_08.27_119_N-6.xlsx,77c0f015-a8e7-400a-b79e-e3b5a30d4fac,1802025,f90ee89c-607d-43e9-80fb-9123757610a8/7e5c8a8b-29e9-4918-9dba-8907cbbf20cc/1787959177360_08.27_119_N-5.xlsx,data-compass/compass-7e5c8a8b-29e9-4918-9dba-8907cbbf20cc-674b11a2-6ad9-4b29-8e6e-0da0e9cde9b8-child/fa28c520-5822-4eb8-9a4f-f3446c0eb904/action-modal-claude-agent-fa28c520-5822-4eb8-9a4f-f3446c0eb904-1788145454458/output.json
1ab69ff5-dcdb-4f9e-8dee-22fd073ffdae,2026-08-28T21:35:28.003,false,969935,10066,false,ce270f5c-e273-41a3-9946-e22f0bb2429f,406020,f90ee89c-607d-43e9-80fb-9123757610a8/1ab69ff5-dcdb-4f9e-8dee-22fd073ffdae/1787952826520_d4a675a0_N-1.xlsx,5639107a-bed2-49fd-ae9d-3520132dbbf3,464582,f90ee89c-607d-43e9-80fb-9123757610a8/1ab69ff5-dcdb-4f9e-8dee-22fd073ffdae/1787952829647_d4a675a0.xlsx,data-compass/compass-1ab69ff5-dcdb-4f9e-8dee-22fd073ffdae-b31c284d-6dce-46c8-9cfb-015e0e60ed0f-child/9b42146b-d9ad-448f-9c18-b7b90b73c66a/action-modal-claude-agent-9b42146b-d9ad-448f-9c18-b7b90b73c66a-1788145455683/output.json
40ae890e-d6ae-4b27-8802-18edbb1a172a,2026-08-28T13:57:42.613,false,5383,1,true,6f9de348-d98f-43dd-bfc0-c6b9d100a71c,806453,5be4adcc-7d49-40ab-b5e7-35669acd65fb/40ae890e-d6ae-4b27-8802-18edbb1a172a/1787925335864_08.27_56_N-1.xlsx,43120207-32d2-4fd2-99ae-38f60075359f,1008528,5be4adcc-7d49-40ab-b5e7-35669acd65fb/40ae890e-d6ae-4b27-8802-18edbb1a172a/1787925339105_08.27_56.xlsx,data-compass/compass-40ae890e-d6ae-4b27-8802-18edbb1a172a-d001948c-5fb4-428c-ac8e-88fbf1fb91bd-child/f1c1ea22-e473-48b8-9c88-73e8fb544976/action-modal-claude-agent-f1c1ea22-e473-48b8-9c88-73e8fb544976-1788145459432/output.json
1f7d9d00-6e67-4675-97e4-3217869bf442,2026-08-28T01:16:37.867,false,5407,1,true,e5e7a708-2e53-43be-bc3f-302b9f0c7ecb,3768731,2a76641b-0722-4180-bbb8-69fce424cba9/1f7d9d00-6e67-4675-97e4-3217869bf442/1787877540019_Marlow_Historical_FCF_Walk_N-1.xlsx,ae6ff254-a8a5-4dd7-8f08-1fb516e2319c,3849921,2a76641b-0722-4180-bbb8-69fce424cba9/1f7d9d00-6e67-4675-97e4-3217869bf442/1787791925411_Marlow_Historical_FCF_Walk_N.xlsx,data-compass/compass-1f7d9d00-6e67-4675-97e4-3217869bf442-6bbd703b-cdc6-4c15-bdc0-fa903baf381c-child/75122866-f571-4e9f-a1bc-99ade8bcc32d/action-modal-claude-agent-75122866-f571-4e9f-a1bc-99ade8bcc32d-1788145459443/output.json
